,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Asyut,0,EG,1566592013,42,27.18,31.19,86.0,11.41
374,Lamu,100,CN,1566592013,97,35.77,102.37,51.91,2.51
375,Benjamin Constant,0,BR,1566592014,70,-4.38,-70.03,86.0,4.7
376,Coro,20,VE,1566592014,67,11.41,-69.67,85.21,33.96
377,Navoi,40,IT,1566592014,88,46.17,11.83,78.8,2.24
378,Rocha,0,UY,1566592014,85,-34.48,-54.34,47.59,4.74
379,Punta Alta,0,AR,1566592015,40,-27.46,-55.82,73.4,5.82
380,Yenagoa,100,NG,1566592015,94,4.92,6.26,73.15,5.7
381,Temuco,0,CL,1566592015,71,-38.74,-72.59,57.2,4.7
382,Hamilton,75,CA,1566591813,49,43.26,-79.87,73.99,3.36
383,Amapa,20,HN,1566592016,39,15.09,-87.97,96.8,11.41
384,Soyo,100,AO,1566592016,88,-6.13,12.37,73.4,3.36
385,Kamenka,98,MD,1566592016,69,48.03,28.7,66.0,3.0
386,Praya,75,ID,1566592017,83,-8.71,116.27,75.2,6.93
387,Maragogi,2,BR,1566592017,92,-9.01,-35.22,69.19,5.12
388,Portland,75,US,1566591727,41,43.66,-70.25,79.0,6.93
389,Naryan-Mar,56,RU,1566592017,91,67.67,53.09,43.09,11.01
390,Agirish,100,RU,1566592018,90,61.92,63.02,52.81,14.9
391,Peniche,90,PT,1566592018,93,39.36,-9.38,73.0,10.29
392,San Patricio,0,PY,1566591844,67,-26.98,-56.83,63.61,3.36
393,Whyalla,0,AU,1566592018,47,-33.04,137.58,55.4,14.99
394,Guhagar,82,IN,1566592019,80,17.48,73.19,81.07,6.51
395,Kawalu,50,ID,1566591891,91,-7.38,108.21,64.51,3.47
396,Ucluelet,90,CA,1566592019,87,48.94,-125.55,64.99,4.7
397,Vila Velha,0,BR,1566592019,65,-3.71,-38.6,82.4,16.11
398,Progreso,0,UY,1566592020,58,-34.68,-56.22,57.2,6.93
399,Talnakh,0,RU,1566592020,87,69.49,88.39,53.6,6.71
400,Rietavas,0,LT,1566592020,77,55.72,21.93,62.6,8.05
401,Molina,0,CL,1566592021,40,-35.11,-71.28,69.8,5.82
402,Filadelfia,0,PY,1566592021,22,-22.35,-60.04,81.43,5.82
403,Lethem,39,GY,1566592021,51,3.38,-59.8,89.71,4.05
404,Yulara,0,AU,1566591864,27,-25.24,130.99,35.6,1.12
405,Cartago,40,CR,1566592022,48,9.86,-83.92,84.2,10.29
406,Melbourne,0,AU,1566591804,65,-37.81,144.96,53.01,17.22
407,Scarborough,36,GB,1566592023,77,54.28,-0.41,69.8,4.7
408,Hasaki,75,JP,1566592023,94,35.73,140.83,75.2,1.12
409,Mathbaria,100,BD,1566592023,90,22.29,89.96,79.63,3.71
410,Novoseleznevo,69,RU,1566592024,81,55.68,69.21,62.71,12.37
411,Dudinka,0,RU,1566591835,87,69.41,86.18,53.6,8.95
412,Ihosy,4,MG,1566592024,95,-22.4,46.13,53.53,9.91
413,Ducheng,1,CN,1566592024,75,30.54,114.9,79.81,4.81
414,Bodh Gaya,75,IN,1566592025,100,24.7,84.98,78.8,2.24
415,Hay River,90,CA,1566592025,87,60.82,-115.79,55.4,3.36
416,Lieksa,100,FI,1566592025,98,63.32,30.02,52.63,5.5
417,Erenhot,100,CN,1566592025,39,43.65,111.97,70.81,9.42
418,Saint-Francois,0,FR,1566592026,56,46.42,3.91,71.6,2.24
419,Ekuvukeni,0,ZA,1566592026,23,-28.47,30.16,53.53,2.77
420,Syracuse,40,US,1566591747,38,43.05,-76.15,73.99,11.41
421,Kijang,63,KR,1566592027,83,35.24,129.21,69.8,1.12
422,San Matias,0,BO,1566592027,22,-16.36,-58.4,96.01,10.87
423,Henties Bay,0,NA,1566591877,53,-22.12,14.28,65.23,14.65
424,Boende,50,CD,1566592027,64,-0.28,20.88,76.21,0.83
425,Mayo,90,CA,1566592028,71,63.59,-135.9,50.0,2.24
426,Ballangen,40,NO,1566592028,87,68.34,16.83,53.01,12.75
427,Otanche,13,CO,1566592028,34,5.66,-74.18,90.97,2.51
428,Chapais,90,CA,1566592029,76,49.78,-74.86,57.2,6.93
429,Inhambane,20,MZ,1566591748,82,-23.87,35.38,64.4,3.36
430,Nuevo Progreso,1,US,1566592029,39,26.05,-97.95,102.2,8.05
431,Mayumba,100,GA,1566592029,89,-3.44,10.65,73.51,5.3
432,Raudeberg,75,NO,1566592030,87,61.99,5.14,57.99,12.75
433,Mezen,100,RU,1566592030,87,65.85,44.24,50.83,5.79
434,Aksu,0,KZ,1566592031,82,52.04,76.93,55.4,2.24
435,Suntar,0,RU,1566591863,96,62.16,117.65,48.67,2.39
436,Banda Aceh,100,ID,1566591858,73,5.56,95.32,83.05,14.03
437,Nizhneivkino,69,RU,1566592031,88,58.19,49.52,52.09,6.49
438,Kirovskiy,100,RU,1566592032,95,45.09,133.51,58.93,2.42
439,Saint-Pierre,0,FR,1566592032,49,48.95,4.24,73.4,8.05
440,Atambua,35,ID,1566592032,79,-9.11,124.89,76.21,8.34
441,Acapulco,75,MX,1566591595,70,16.86,-99.88,89.6,5.82
442,Gigmoto,100,PH,1566592033,78,13.78,124.39,82.87,22.35
443,Dandong,100,CN,1566592033,88,40.12,124.37,62.35,6.11
444,Bafoulabe,53,ML,1566592034,81,13.81,-10.83,78.91,6.2
445,Bonavista,100,CA,1566592034,83,48.65,-53.11,73.0,5.01
446,Urucara,55,BR,1566592034,46,-2.54,-57.76,91.69,4.54
447,Itoigawa,12,JP,1566592035,70,37.02,137.87,75.67,14.09
448,Taman,0,RU,1566592035,64,45.22,36.72,78.01,8.95
449,Khasan,0,RU,1566592036,96,42.43,130.64,57.67,2.62
450,Smithers,75,CA,1566592036,67,54.78,-127.17,57.2,9.17
451,Puerto Montt,90,CL,1566592037,81,-41.47,-72.94,50.0,14.99
452,Nelson Bay,0,AU,1566592037,93,-32.72,152.14,48.0,6.93
453,Katobu,56,ID,1566592037,94,-4.94,122.53,71.89,3.53
454,Pombas,49,BR,1566592038,19,-15.9,-54.74,93.13,7.54
455,Langsa,100,ID,1566592038,94,4.47,97.97,68.11,3.33
456,Yarmouth,75,CA,1566592038,77,43.84,-66.12,70.0,8.05
457,Vysokogornyy,100,RU,1566592038,96,50.1,139.13,45.07,2.55
458,Mahibadhoo,100,MV,1566592039,76,3.78,72.97,82.15,9.33
459,Itoman,40,JP,1566592039,83,26.12,127.67,84.2,12.75
460,Mizan Teferi,100,ET,1566592039,98,6.99,35.58,61.09,2.75
461,Dalbandin,0,PK,1566592039,12,28.9,64.41,79.27,6.55
462,Sakete,20,BJ,1566592040,83,6.74,2.66,78.8,14.99
463,Kazachinskoye,100,RU,1566592040,98,57.69,93.28,56.77,4.38
464,Richards Bay,0,ZA,1566591886,82,-28.77,32.06,67.39,3.78
465,Sorong,81,ID,1566592040,94,-0.86,131.25,74.77,7.23
466,Farakka,100,IN,1566592040,89,24.79,87.91,80.17,4.32
467,Princeton,75,US,1566592041,69,38.36,-87.57,80.01,14.99
468,Paoua,93,CF,1566592041,95,7.24,16.43,68.47,3.38
469,Havelock,20,US,1566592041,62,34.88,-76.9,91.4,12.75
470,Mecca,2,SA,1566592042,36,21.43,39.83,87.01,3.13
471,Bagaha,100,IN,1566592042,84,27.1,84.09,81.43,6.13
472,Sloboda,0,UA,1566592042,86,49.2,28.04,58.21,6.06
473,Kendari,96,ID,1566592042,97,-3.99,122.52,70.27,1.88
474,Tuatapere,100,NZ,1566592043,87,-46.13,167.69,41.0,7.0
475,Mitsamiouli,20,KM,1566591884,78,-11.38,43.28,77.0,12.75
476,Sayyan,43,YE,1566592043,61,15.17,44.32,74.95,2.37
477,Washington DC.,90,US,1566591941,88,38.9,-77.04,69.01,5.82
478,Taoudenni,58,ML,1566592044,27,22.68,-3.98,97.81,15.01
479,Pochutla,40,MX,1566592044,62,15.74,-96.47,89.6,4.23
480,Bajil,0,ES,1566592044,70,38.23,-2.07,64.99,3.0
481,Springbok,0,ZA,1566592045,25,-29.67,17.88,63.43,0.87
482,Bulaevo,1,KZ,1566592045,83,54.91,70.44,59.29,10.33
483,Liwale,15,TZ,1566592045,57,-9.8,37.92,67.21,11.01
484,San Jose,20,HN,1566591826,30,14.25,-87.96,95.0,9.17
485,Langxiang,86,CN,1566592046,96,46.95,128.87,54.07,2.44
486,Nkayi,24,CG,1566592047,69,-4.18,13.29,74.95,7.31
487,Berezhany,0,UA,1566592047,77,49.44,24.94,60.8,2.24
488,Arcata,1,US,1566592047,60,40.87,-124.08,89.01,6.93
489,San Carlos de Bariloche,75,AR,1566591889,46,-41.13,-71.31,53.6,16.11
490,Wewak,62,PG,1566592048,89,-3.55,143.63,76.39,3.24
491,Baruun-Urt,100,MN,1566591872,78,46.68,113.28,54.61,1.97
492,Kaka,0,TM,1566592049,27,37.35,59.62,73.69,2.44
493,Ariano Irpino,75,IT,1566592049,83,41.15,15.09,80.01,19.46
494,Zephyrhills,75,US,1566592049,70,28.23,-82.18,93.0,10.29
495,Myaundzha,72,RU,1566592049,80,63.05,147.18,53.17,4.23
496,Dillon,1,US,1566592050,59,45.22,-112.64,69.01,5.82
497,Okhotsk,100,RU,1566592050,92,59.36,143.24,54.43,7.52
498,Hofu,75,JP,1566592050,78,34.05,131.57,78.8,9.17
499,Dongying,98,CN,1566592050,57,37.43,118.67,74.05,1.79
500,Matagami,96,NG,1566592051,99,9.67,8.4,67.75,4.29
501,San Buenaventura,95,MX,1566592051,32,27.06,-101.55,92.23,13.8
502,Kununurra,89,AU,1566591826,81,-15.77,128.74,51.8,3.42
503,Kampot,40,KH,1566592051,88,10.62,104.18,80.6,9.17
504,Ciudad Dario,40,NI,1566592052,57,12.73,-86.12,93.2,13.87
505,Sungaipenuh,100,ID,1566592052,96,-2.08,101.38,70.09,1.83
506,Luis Correia,75,BR,1566592052,78,-2.88,-41.67,82.4,11.41
507,Inuvik,40,CA,1566591851,66,68.36,-133.71,50.0,8.05
508,Wajir,68,KE,1566592053,64,1.75,40.07,78.19,23.49
509,Murgab,0,TM,1566592053,38,37.5,61.97,75.2,9.17
510,Pucallpa,57,PE,1566592053,30,-8.38,-74.54,94.21,3.67
511,Porto Walter,23,BR,1566591962,31,-8.27,-72.74,93.49,1.48
512,Adre,96,TD,1566592054,89,13.47,22.2,70.63,5.32
513,Bukama,0,CD,1566592054,29,-9.2,25.85,67.03,1.74
514,Svetlogorsk,20,RU,1566592054,77,53.14,59.15,60.8,4.47
515,Gafanha da Encarnacao,20,PT,1566592054,88,40.62,-8.73,73.99,11.41
516,Kieta,73,PG,1566592055,80,-6.22,155.63,79.81,5.14
517,Nishihara,90,JP,1566592055,83,35.74,139.53,78.01,6.46
518,Talara,0,PE,1566592055,290,-4.58,-81.27,62.6,11.41
519,Ulaangom,0,MN,1566592056,62,49.98,92.07,50.47,7.58
520,Pervomayskoye,100,RU,1566592056,95,57.07,86.23,51.19,8.12
521,Sakaiminato,20,JP,1566592056,100,35.55,133.23,69.8,4.7
522,Silivri,0,TR,1566592056,88,41.07,28.25,77.0,8.05
523,Mackay,1,CA,1566592057,67,53.65,-115.58,59.0,3.49
524,Bulungu,1,CD,1566592057,29,-4.54,18.6,83.59,2.26
525,Biak,100,ID,1566592057,98,-0.91,122.88,62.17,4.23
526,Olinda,0,AU,1566592057,65,-37.84,145.39,53.01,17.22
527,Kathmandu,75,NP,1566592040,100,27.71,85.32,71.6,3.36
528,LaBelle,20,US,1566592058,59,26.76,-81.44,91.4,11.41
529,Marsh Harbour,100,BS,1566592013,77,26.54,-77.06,83.77,15.32
530,Vangaindrano,8,MG,1566592058,96,-23.35,47.6,60.91,2.84
531,Powell,40,US,1566592059,46,40.16,-83.08,75.99,12.75
532,Nanzhang,53,CN,1566592059,85,31.78,111.84,68.11,2.08
533,Saint-Leu,0,RE,1566592059,68,-21.15,55.28,64.99,5.82
534,Kavieng,68,PG,1566591829,77,-2.57,150.8,82.87,10.96
535,Oranjemund,0,ZA,1566591769,62,-28.55,16.43,60.91,2.64
536,Sao Marcos,0,BR,1566592060,74,-28.97,-51.07,54.0,3.0
537,Shangrao,0,CN,1566592060,82,28.45,117.97,78.01,2.3
538,Piacabucu,4,BR,1566592061,81,-10.41,-36.43,73.15,7.05
539,Riberalta,54,BO,1566592061,41,-11.0,-66.08,93.2,9.17
540,Nianzishan,66,CN,1566592061,94,47.51,122.88,55.15,2.26
541,Boa Vista,40,BR,1566591910,41,2.82,-60.67,93.2,6.93
542,Cave Spring,75,US,1566592028,61,37.23,-80.01,90.0,12.75
